label,source,target
,"“ 2 0 1 4 年 , 我 们 将 在 改 革 的 道 路 上 迈 出 新 的 步 伐 。 ” 这 是 中 国 政 府 对 新 一 年 全 面 深 化 改 革 的 有 力 表 态 。 习 近 平 主 席 将 2 0 1 3 定 义 为 对 国 家 和 人 民 “ 很 不 平 凡 的 一 年 ” 。 我 们 战 胜 了 各 种 困 难 和 挑 战 , 也 切 实 感 受 到 了 身 边 的 各 种 细 微 变 化 。 这 一 年 注 定 是 载 入 中 国 改 革 史 册 的 标 志 性 一 年 。 全 面 改 革 号 角 吹 响 , 未 来 发 展 蓝 图 绘 就 , 又 一 个 美 丽 的 “ 春 天 故 事 ” 正 在 中 国 大 地 谱 写 。 “ 一 分 布 置 , 九 分 落 实 ” , 无 论 多 么 美 好 的 改 革 路 径 , 只 有 付 诸 实 践 才 能 得 到 检 验 、 评 估 和 收 获 。 过 去 一 年 , 中 国 社 会 发 展 中 那 些 深 入 人 心 的 新 气 象 , 让 我 们 有 理 由 相 信 : 作 为 全 面 深 化 改 革 元 年 的 2 0 1 4 , 中 国 的 改 革 者 们 会 有 更 大 作 为 , 公 众 对 改 革 的 参 与 将 更 加 积 极 。
","O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O B_T I_T O O O O O B_LOC I_LOC O O O O O O B_T I_T O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"“ 让 老 百 姓 过 上 更 加 幸 福 的 生 活 , 还 有 大 量 工 作 要 做 。 ” 这 是 中 国 政 府 对 人 民 的 庄 严 承 诺 。 犹 记 得 新 一 届 中 央 政 治 局 常 委 同 中 外 记 者 见 面 时 , “ 人 民 对 美 好 生 活 的 向 往 , 就 是 我 们 的 奋 斗 目 标 ” , 习 近 平 的 深 情 阐 述 激 起 了 亿 万 国 人 的 强 烈 共 鸣 。 向 往 美 好 生 活 的 公 众 , 对 现 代 政 府 建 设 的 期 待 越 来 越 高 ; 社 会 转 型 期 的 阵 痛 , 对 透 明 政 府 、 责 任 政 府 、 廉 洁 政 府 的 要 求 也 越 来 越 高 。 让 公 平 正 义 比 太 阳 更 有 光 辉 , 让 美 好 生 活 不 再 难 以 企 及 , 诚 然 要 承 担 大 量 的 工 作 , 付 出 加 倍 的 努 力 。 也 只 有 这 样 , 才 能 向 历 史 、 向 人 民 交 出 一 份 合 格 的 答 卷 , 信 守 “ 对 人 民 的 责 任 ” 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"“ 生 活 总 是 充 满 希 望 的 , 成 功 总 是 属 于 积 极 进 取 、 不 懈 追 求 的 人 们 。 ” 告 别 2 0 1 3 , 不 惧 艰 险 , 戮 力 前 行 。 在 追 梦 路 上 , 我 们 必 将 迎 来 一 个 “ 充 满 希 望 的 2 0 1 4 ” 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"新 年 前 夕 , 国 家 主 席 习 近 平 通 过 中 国 国 际 广 播 电 台 、 中 央 人 民 广 播 电 台 、 中 央 电 视 台 , 发 表 了 二 0 一 四 年 新 年 贺 词 。 全 文 如 下 :
","B_T I_T O O O O O O O B_PER I_PER I_PER O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O
"
,"我 们 即 将 迎 来 充 满 希 望 的 2 0 1 4 年 。
","O O O O O O O O O O O B_T I_T I_T I_T I_T O
"
,"一 元 复 始 , 万 象 更 新 。 在 这 里 , 我 向 全 国 各 族 人 民 , 向 香 港 特 别 行 政 区 同 胞 和 澳 门 特 别 行 政 区 同 胞 , 向 台 湾 同 胞 和 海 外 侨 胞 , 向 世 界 各 国 和 各 地 区 的 朋 友 们 , 致 以 新 年 的 祝 福 !
","O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O B_LOC I_LOC O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O
"
,"祝 福 老 人 们 健 康 ! 祝 福 孩 子 们 快 乐 ! 祝 福 每 个 家 庭 幸 福 安 康 !
","O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"在 这 辞 旧 迎 新 之 际 , 无 数 工 人 、 农 民 、 知 识 分 子 、 干 部 仍 然 坚 守 在 工 作 岗 位 , 不 少 同 胞 依 然 奔 波 在 世 界 各 地 为 祖 国 辛 勤 工 作 , 许 多 人 民 解 放 军 和 武 警 官 兵 、 公 安 干 警 正 在 履 行 光 荣 使 命 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O
"
,"他 们 有 的 远 离 祖 国 、 远 离 亲 人 , 有 的 不 能 同 家 人 团 聚 。
","O O O O O O O O O O O O O O O O O O O O O O O O
"
,"我 代 表 祖 国 和 人 民 , 向 他 们 致 以 诚 挚 的 问 候 , 祝 他 们 平 安 顺 利 !
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 3 年 , 对 我 们 国 家 和 人 民 来 说 是 很 不 平 凡 的 一 年 。 我 们 共 同 战 胜 了 各 种 困 难 和 挑 战 , 取 得 了 新 的 显 著 成 就 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"成 绩 来 之 不 易 , 凝 聚 了 大 家 的 心 血 和 汗 水 。 我 向 大 家 表 示 衷 心 的 感 谢 !
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 3 年 , 我 们 对 全 面 深 化 改 革 作 出 总 体 部 署 , 共 同 描 绘 了 未 来 发 展 的 宏 伟 蓝 图 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O
"
,"2 0 1 4 年 , 我 们 将 在 改 革 的 道 路 上 迈 出 新 的 步 伐 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O
"
,"我 们 推 进 改 革 的 根 本 目 的 , 是 要 让 国 家 变 得 更 加 富 强 、 让 社 会 变 得 更 加 公 平 正 义 、 让 人 民 生 活 得 更 加 美 好 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"改 革 是 需 要 我 们 共 同 为 之 奋 斗 的 伟 大 事 业 , 需 要 付 出 艰 辛 的 努 力 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"一 分 耕 耘 , 一 分 收 获 。 在 改 革 开 放 的 伟 大 实 践 中 , 我 们 已 经 创 造 了 无 数 辉 煌 。 我 坚 信 , 中 国 人 民 必 将 创 造 出 新 的 辉 煌 。
","B_T I_T O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O
"
,"宇 宙 浩 瀚 , 星 汉 灿 烂 。
","O O O O O O O O O O
"
,"[ 7 0 多 亿 人 共 同 生 活 在 我 们 这 个 星 球 上 , 应 该 守 望 相 助 、 同 舟 共 济 、 共 同 发 展 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"[ 中 国 人 民 追 寻 实 现 中 华 民 族 伟 大 复 兴 的 中 国 梦 , 也 祝 愿 各 国 人 民 能 够 实 现 自 己 的 梦 想 。
","B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O
"
,"我 真 诚 希 望 , 世 界 各 国 人 民 在 实 现 各 自 梦 想 的 过 程 中 相 互 理 解 、 相 互 帮 助 , 努 力 把 我 们 赖 以 生 存 的 地 球 建 设 成 为 共 同 的 美 好 家 园 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O
"
,"生 活 总 是 充 满 希 望 的 , 成 功 总 是 属 于 积 极 进 取 、 不 懈 追 求 的 人 们 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"我 们 在 前 进 的 道 路 上 , 还 会 遇 到 各 种 风 险 和 挑 战 。 让 老 百 姓 过 上 更 加 幸 福 的 生 活 , 还 有 大 量 工 作 要 做 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"我 们 要 谦 虚 谨 慎 、 艰 苦 奋 斗 , 共 同 谱 写 伟 大 祖 国 发 展 的 时 代 新 篇 章 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"谢 谢 大 家 。
","O O O O O
"
,"中 新 网 1 月 1 日 电 ( 王 永 吉 ) 动 车 上 吸 烟 最 高 罚 2 0 0 0 元 、 无 许 可 证 排 污 水 最 高 可 罚 5 0 万 、 法 院 裁 判 文 书 全 面 上 网 接 受 公 众 监 督 、 个 人 海 外 资 产 需 申 报 … … 进 入 2 0 1 4 年 1 月 , 《 城 镇 排 水 与 污 水 处 理 条 例 》 、 《 铁 路 安 全 管 理 条 例 》 、 《 最 高 人 民 法 院 关 于 人 民 法 院 在 互 联 网 公 布 裁 判 文 书 的 规 定 》 、 新 修 订 的 《 国 际 收 支 统 计 申 报 办 法 》 等 一 批 法 律 法 规 正 式 实 施 。
","O O O B_T I_T I_T I_T O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"动 车 上 严 禁 吸 烟 违 者 最 高 罚 2 0 0 0 元
","O O O O O O O O O O O O O O O O O
"
,"由 国 务 院 制 定 的 《 铁 路 安 全 管 理 条 例 》 将 自 今 日 起 施 行 , 《 条 例 》 明 确 , 在 动 车 组 列 车 上 吸 烟 或 者 在 其 他 列 车 的 禁 烟 区 域 吸 烟 , 对 个 人 处 5 0 0 元 以 上 2 0 0 0 元 以 下 的 罚 款 。
","O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 条 例 》 规 定 , 禁 止 在 铁 路 线 路 安 全 保 护 区 内 烧 荒 、 放 养 牲 畜 、 种 植 影 响 铁 路 线 路 安 全 和 行 车 瞭 望 的 树 木 等 植 物 。 在 铁 路 线 路 两 侧 建 造 、 设 立 生 产 、 加 工 、 储 存 或 者 销 售 易 燃 、 易 爆 或 者 放 射 性 物 品 等 危 险 物 品 的 场 所 、 仓 库 , 应 当 符 合 国 家 标 准 、 行 业 标 准 规 定 的 安 全 防 护 距 离 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 条 例 》 指 出 , 铁 路 运 输 企 业 应 当 按 照 国 务 院 铁 路 行 业 监 督 管 理 部 门 的 规 定 实 施 火 车 票 实 名 购 买 、 查 验 制 度 。 实 施 火 车 票 实 名 购 买 、 查 验 制 度 的 , 旅 客 应 当 凭 有 效 身 份 证 件 购 票 乘 车 ; 对 车 票 所 记 载 身 份 信 息 与 所 持 身 份 证 件 或 者 真 实 身 份 不 符 的 持 票 人 , 铁 路 运 输 企 业 有 权 拒 绝 其 进 站 乘 车 。
","O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 条 例 》 强 调 禁 止 实 施 下 列 危 害 铁 路 安 全 的 行 为 : 从 列 车 上 抛 扔 杂 物 ; 在 动 车 组 列 车 上 吸 烟 或 者 在 其 他 列 车 的 禁 烟 区 域 吸 烟 ; 冲 击 、 堵 塞 、 占 用 进 出 站 通 道 或 者 候 车 区 、 站 台 。 违 反 规 定 的 , 对 单 位 处 1 万 元 以 上 5 万 元 以 下 的 罚 款 , 对 个 人 处 5 0 0 元 以 上 2 0 0 0 元 以 下 的 罚 款 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"另 外 , 《 铁 路 机 车 车 辆 设 计 制 造 维 修 进 口 许 可 办 法 》 、 《 铁 路 运 输 基 础 设 备 生 产 企 业 审 批 办 法 》 、 《 铁 路 机 车 车 辆 驾 驶 人 员 资 格 许 可 办 法 》 和 《 违 反 〈 铁 路 安 全 管 理 条 例 〉 行 政 处 罚 实 施 办 法 》 四 件 配 套 规 章 , 将 于 今 日 起 与 《 铁 路 安 全 管 理 条 例 》 同 步 施 行 , 铁 路 行 政 许 可 和 行 政 处 罚 工 作 将 更 加 规 范 化 、 法 制 化 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"无 许 可 证 排 污 水 最 高 可 罚 5 0 万 元
","O O O O O O O O O O O O O O O
"
,"由 国 务 院 制 定 的 《 城 镇 排 水 与 污 水 处 理 条 例 》 今 日 起 施 行 , 《 条 例 》 要 求 , 从 事 工 业 、 建 筑 、 餐 饮 、 医 疗 等 活 动 的 企 业 事 业 单 位 和 个 体 工 商 户 要 排 放 污 水 , 必 须 取 得 许 可 证 , 并 对 污 水 进 行 预 处 理 。 对 于 未 取 得 许 可 证 的 排 污 者 , 可 以 处 5 0 万 元 以 下 罚 款 。
","O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"对 暴 雨 来 袭 时 在 城 市 “ 看 海 ” 等 困 扰 中 国 多 地 的 痼 疾 , 这 一 新 规 也 开 出 了 “ 药 方 ” 。 《 条 例 》 要 求 , 易 发 生 内 涝 的 城 镇 要 根 据 城 镇 人 口 与 规 模 、 暴 雨 内 涝 风 险 等 因 素 , 制 定 内 涝 防 治 专 项 规 划 。 与 此 同 时 , 还 应 编 制 应 急 预 案 , 建 立 内 涝 防 治 预 警 、 会 商 、 联 动 机 制 , 加 强 易 涝 点 治 理 。
","O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"对 窨 井 伤 人 问 题 , 《 条 例 》 也 明 确 规 定 , 城 镇 排 水 与 污 水 处 理 设 施 维 护 运 营 单 位 应 当 加 强 日 常 巡 查 、 维 修 和 养 护 , 加 强 井 盖 、 检 查 井 等 设 施 的 维 护 与 保 护 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"同 时 , 《 条 例 》 对 再 生 水 的 使 用 也 做 出 了 明 确 规 定 。 《 条 例 》 明 确 指 出 , 国 家 鼓 励 污 水 处 理 再 生 利 用 , 工 业 生 产 、 城 市 绿 化 、 道 路 清 扫 、 车 辆 冲 洗 、 建 筑 施 工 以 及 生 态 景 观 等 , 应 当 优 先 使 用 再 生 水 。 此 外 , 地 方 政 府 还 要 统 筹 安 排 再 生 水 利 用 等 设 施 的 建 设 改 造 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"[ 另 一 部 由 国 务 院 制 定 的 和 环 境 保 护 相 关 的 法 规 — — 《 畜 禽 规 模 养 殖 污 染 防 治 条 例 》 也 将 自 今 日 起 施 行 。 《 条 例 》 明 确 , 禁 止 在 饮 用 水 水 源 保 护 区 , 风 景 名 胜 区 ; 自 然 保 护 区 的 核 心 区 和 缓 冲 区 ; 城 镇 居 民 区 、 文 化 教 育 科 学 研 究 区 等 人 口 集 中 区 域 及 法 律 、 法 规 规 定 的 其 他 禁 止 养 殖 区 域 内 建 设 畜 禽 养 殖 场 、 养 殖 小 区 。 在 饮 用 水 水 源 保 护 区 建 设 畜 禽 养 殖 场 、 养 殖 小 区 的 , 处 1 0 万 元 以 上 5 0 万 元 以 下 的 罚 款 。
","O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 条 例 》 还 规 定 , 染 疫 畜 禽 以 及 染 疫 畜 禽 排 泄 物 、 染 疫 畜 禽 产 品 、 病 死 或 者 死 因 不 明 的 畜 禽 尸 体 等 病 害 畜 禽 养 殖 废 弃 物 , 应 当 进 行 深 埋 、 化 制 、 焚 烧 等 无 害 化 处 理 , 不 得 随 意 处 置 。 未 按 照 规 定 对 染 疫 畜 禽 和 病 害 畜 禽 养 殖 废 弃 物 进 行 无 害 化 处 理 的 , 由 动 物 卫 生 监 督 机 构 责 令 无 害 化 处 理 , 所 需 处 理 费 用 由 违 法 行 为 人 承 担 , 可 以 处 3 0 0 0 元 以 下 的 罚 款 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"法 院 裁 判 文 书 全 面 上 网 接 受 公 众 监 督
","O O O O O O O O O O O O O O O O
"
,"在 司 法 领 域 , 最 高 人 民 法 院 关 于 人 民 法 院 在 互 联 网 公 布 裁 判 文 书 的 规 定 将 于 今 日 起 实 施 。 《 规 定 》 明 确 , 法 院 的 生 效 裁 判 文 书 应 当 在 互 联 网 公 布 , 但 有 下 列 情 形 之 一 的 除 外 : 涉 及 国 家 秘 密 、 个 人 隐 私 的 ; 涉 及 未 成 年 人 违 法 犯 罪 的 ; 以 调 解 方 式 结 案 的 ; 其 他 不 宜 在 互 联 网 公 布 的 。
","O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 规 定 》 要 求 , 法 院 在 互 联 网 公 布 裁 判 文 书 时 , 应 当 保 留 当 事 人 的 姓 名 或 者 名 称 等 真 实 信 息 。 同 时 , 《 规 定 》 明 确 了 进 行 匿 名 处 理 的 三 种 情 况 : 一 是 婚 姻 家 庭 、 继 承 纠 纷 案 件 中 的 当 事 人 及 其 法 定 代 理 人 ; 二 是 刑 事 案 件 中 被 害 人 及 其 法 定 代 理 人 、 证 人 、 鉴 定 人 ; 三 是 被 判 处 三 年 有 期 徒 刑 以 下 刑 罚 以 及 免 予 刑 事 处 罚 , 且 不 属 于 累 犯 或 者 惯 犯 的 被 告 人 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"《 规 定 》 还 强 调 , 对 自 然 人 的 家 庭 住 址 、 通 讯 方 式 、 身 份 证 号 码 、 银 行 账 号 、 健 康 状 况 等 个 人 信 息 , 未 成 年 人 的 相 关 信 息 , 法 人 以 及 其 他 组 织 的 银 行 账 号 , 商 业 秘 密 以 及 其 他 不 宜 公 开 的 内 容 , 进 行 删 除 处 理 , 充 分 保 护 相 关 个 人 的 合 法 权 益 、 国 家 利 益 和 社 会 公 共 利 益 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"个 人 海 外 资 产 、 负 债 状 况 需 申 报
","O O O O O O O O O O O O O O
"
,"国 务 院 2 0 1 3 年 对 《 国 际 收 支 统 计 申 报 办 法 》 进 行 修 改 , 修 改 后 的 《 办 法 》 今 日 起 正 式 实 施 。 修 改 后 的 《 办 法 》 强 调 , 国 际 收 支 统 计 申 报 范 围 为 中 国 居 民 与 非 中 国 居 民 之 间 发 生 的 一 切 经 济 交 易 以 及 中 国 居 民 对 外 金 融 资 产 、 负 债 状 况 。
","B_ORG I_ORG I_ORG I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O B_LOC I_LOC O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O
"
,"《 办 法 》 将 在 中 国 境 内 发 生 经 济 交 易 的 非 中 国 居 民 也 纳 入 申 报 主 体 范 围 , 明 确 中 国 居 民 和 在 中 国 境 内 发 生 经 济 交 易 的 非 中 国 居 民 均 有 义 务 申 报 国 际 收 支 信 息 。 国 家 外 汇 管 理 局 有 关 负 责 人 还 表 示 , 未 来 , 外 汇 局 将 根 据 实 际 情 况 , 择 机 制 定 并 出 台 关 于 非 中 国 居 民 申 报 的 具 体 要 求 。
","O O O O O O B_LOC I_LOC O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O B_LOC I_LOC O O O O B_LOC I_LOC O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O
"
